gene,wnt3a,wnt5a,wnt3a_direction,wnt5a_direction,wnt3a_unadjusted,wnt5a_unadjusted,full_names,descriptions
MIR3614,1.0,1.0,-,-,0.3739009663000589,0.3739009663000589,,
MIR3615,1.0,1.0,-,-,0.6887065201085708,0.0350986426462006,,
MIR3652,1.0,1.0,-,-,0.15039707984323347,0.0011788018122606094,,
MIR3650,1.0,1.0,+,+,0.5044575254489452,0.03781258265550852,,
MIR3648,1.0,1.0,+,-,0.3941872286148882,0.373900966300059,,
MIR363,1.0,1.0,+,-,0.95739570964454,0.7264728418246682,,
MIR26A2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
MIR3198-2,1.0,1.0,+,+,0.18481690848910665,0.1650799340515399,,
MIR3191,1.0,1.0,0,+,1.0,0.373900966300059,,
MIR3187,1.0,1.0,-,-,0.39512784522754907,0.3739009663000589,,
MIR3186,1.0,1.0,0,+,1.0,0.373900966300059,,
MIR320C1,1.0,1.0,0,+,1.0,0.3739009663000589,,
MIR320B2,1.0,1.0,0,+,1.0,0.373900966300059,,
MIR320A,1.0,1.0,+,0,0.373900966300059,1.0,,
MIR1470,1.0,1.0,+,0,0.373900966300059,1.0,,
MIR181B1,1.0,1.0,0,+,1.0,0.373900966300059,,
MIR17HG,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
MIR16-2,1.0,1.0,-,+,0.373900966300059,0.7291849379432565,,
MIR15B,1.0,1.0,-,-,0.3739009663000589,0.5998444829359574,,
MIR1538,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
MIR1292,1.0,1.0,+,+,0.9291049286728502,0.5992950920725522,,
MIR1291,1.0,1.0,-,-,0.3880566336843714,0.32883956861664976,,
MIR1296,1.0,1.0,0,+,1.0,0.37390096630005853,,
MIR1287,1.0,1.0,+,0,0.373900966300059,1.0,,
MIR1282,1.0,1.0,+,0,0.373900966300059,1.0,,
MIR1281,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
MIR132,1.0,1.0,+,0,0.3739009663000589,1.0,,
MIR1307,1.0,1.0,+,-,0.23414865516333205,0.6778688286992494,,
MIR1306,1.0,1.0,+,+,0.373900966300059,0.289477468884317,,
MIR1305,1.0,1.0,0,+,1.0,0.373900966300059,,
MIR1304,1.0,1.0,+,+,0.373900966300059,0.3739009663000589,,
MIR2114,1.0,1.0,+,0,0.373900966300059,1.0,,
MIR2110,1.0,1.0,+,+,0.46954138891732317,0.5196526545323527,,
MIR21,1.0,1.0,-,-,0.21515732584434388,0.3384310324607131,,
MIR20B,1.0,1.0,0,+,1.0,0.3739009663000589,,
MIR210HG,1.0,1.0,+,0,0.5185185185185183,1.0,,
MIR218-1,1.0,1.0,+,0,0.373900966300059,1.0,,
MIR25,1.0,1.0,-,-,0.5346016691726652,0.21153847818053062,,
MIR221,1.0,1.0,+,+,0.373900966300059,0.3739009663000589,,
MIR219-1,1.0,1.0,-,-,0.1919989049171022,0.1919989049171022,,
MIR1915,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
MIR1913,1.0,1.0,-,-,0.5607042219094815,0.373900966300059,,
MIR199B,1.0,1.0,0,+,1.0,0.373900966300059,,
MIR198,1.0,1.0,+,+,0.19535818227625662,0.5022447695244637,,
MIR197,1.0,1.0,+,0,0.373900966300059,1.0,,
NET1,1.0,1.0,-,-,0.373900966300059,0.6433299631818634,,
NES,1.0,1.0,-,+,0.03276594209403847,0.8614581553006901,,
NEO1,1.0,1.0,-,+,0.373900966300059,0.9518792342028285,,
NENF,1.0,1.0,-,+,0.3486411394402042,0.8899165133405489,,
NEMF,1.0,1.0,+,+,0.3486411394402038,0.06676654481198808,,
NELL2,1.0,1.0,+,+,0.5614380442505257,0.07822488467603671,,
NELF,1.0,1.0,+,0,0.3739009663000589,1.0,,
NETO1,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
NEK9,1.0,1.0,+,+,0.3560104559493424,0.1011915072182954,,
NEK7,1.0,1.0,+,+,0.6086531814853786,0.013235599563682695,,
NEK6,1.0,1.0,-,+,0.03902052651956848,0.024896163460222737,,
NEK4,1.0,1.0,+,+,0.11447718951147005,0.02538644793661528,,
NEK3,1.0,1.0,+,0,0.373900966300059,1.0,,
NEK2,1.0,1.0,+,+,0.14006598491201774,0.021311641128756727,,
NEK8,1.0,1.0,+,0,0.11611652351681558,1.0,,
NEK1,1.0,1.0,-,-,0.5071575069992283,0.3452714989013448,,
NETO2,1.0,1.0,+,+,0.21433383159080227,0.12154969307651756,,
NF2,1.0,1.0,+,-,0.373900966300059,0.373900966300059,,
NF1,1.0,1.0,-,-,0.7280717903773457,0.8677627455105237,,
NEXN,1.0,1.0,-,-,0.11611652351681558,0.373900966300059,,
NEUROG3,1.0,1.0,+,0,0.373900966300059,1.0,,
NEU1,1.0,1.0,+,+,0.2745766290948482,0.05504060895249949,,
NEUROD4,1.0,1.0,0,+,1.0,0.373900966300059,,
NEUROD1,1.0,1.0,-,0,0.373900966300059,1.0,,
NEURL4,1.0,1.0,+,0,0.373900966300059,1.0,,
NEURL2,1.0,1.0,-,0,0.373900966300059,1.0,,
NEURL,1.0,1.0,-,-,0.1161165235168155,0.1161165235168155,,
NEU3,1.0,1.0,-,-,0.373900966300059,0.11611652351681558,,
NEIL3,1.0,1.0,+,+,0.14470399860633032,0.11611652351681558,,
NEIL2,1.0,1.0,+,+,0.7676439152389033,0.1161165235168155,,
NDUFS5,1.0,1.0,-,-,0.8571095756870923,0.24105534161605494,,
NDUFS4,1.0,1.0,-,+,0.87377770265379,0.29148420381721485,,
NDUFS3,1.0,1.0,+,+,0.21611942873930062,0.14172017647659005,,
NDUFS2,1.0,1.0,+,+,0.6790738573830617,0.058456937355607856,,
NDUFS1,1.0,1.0,+,+,0.2790825394934028,0.11447718951147005,,
NDUFC2-KCTD14,1.0,1.0,-,+,0.6433299631818633,0.6433299631818633,,
NDUFC2,1.0,1.0,-,-,0.017947913188873194,0.07427732538815364,,
NDUFC1,1.0,1.0,-,-,0.2352957777596681,0.2097163713295233,,
NDUFS6,1.0,1.0,-,-,0.7045106764017771,0.36991252242483835,,
NDUFB9,1.0,1.0,-,-,0.24915432682168157,0.6368874168723679,,
NDUFB7,1.0,1.0,-,-,0.2975406848329187,0.3490366011069729,,
NDUFB6,1.0,1.0,-,+,0.2720073058759591,0.7286900443356574,,
NDUFB5,1.0,1.0,-,+,0.7849971653799049,0.9193207410538923,,
NDUFB4,1.0,1.0,-,-,0.6575407399168569,0.012780483827591007,,
NDUFB3,1.0,1.0,-,-,0.13177756749413536,0.8933102550942469,,
NDUFB2,1.0,1.0,-,-,0.33451093071737253,0.7983002710036811,,
NDUFB11,1.0,1.0,-,+,0.9834847650492842,0.5535205278765956,,
NDUFB10,1.0,1.0,+,+,0.4107201341865277,0.5982851431689282,,
NDUFB8,1.0,1.0,-,+,0.8941107595173146,0.5505338110430464,,
NDUFS7,1.0,1.0,+,+,0.6142747176085859,0.22213636316365107,,
NDUFS8,1.0,1.0,-,+,0.6233739011112898,0.6795056983888017,,
NDUFV1,1.0,1.0,+,-,0.8512370141369224,0.5660371777000408,,
NEGR1,1.0,1.0,-,0,0.373900966300059,1.0,,
NEFM,1.0,1.0,+,+,0.645547083245607,0.5820207731323164,,
NEFL,1.0,1.0,+,+,0.22436792239372955,0.06342745754199543,,
NEDD9,1.0,1.0,+,+,0.06676654481198813,0.03627782452189911,,
NEDD8-MDP1,1.0,1.0,+,+,0.0856392176591581,0.21078212119066725,,
NEDD8,1.0,1.0,-,+,0.3953199947872571,0.7193573889015346,,
NEDD4L,1.0,1.0,+,+,0.8275647196020317,0.35450960015881783,,
NEDD4,1.0,1.0,+,+,0.5185185185185183,0.1011915072182954,,
NEDD1,1.0,1.0,+,+,0.40571548832539955,0.12417023554784111,,
NECAP2,1.0,1.0,-,-,0.5614380442505257,0.6433299631818633,,
NECAP1,1.0,1.0,+,+,0.13177756749413536,0.06858710562414266,,
NECAB1,1.0,1.0,-,0,0.373900966300059,1.0,,
NEAT1,1.0,1.0,-,-,0.01613008990009254,0.11611652351681558,,
NDUFV3,1.0,1.0,-,-,0.015799848495268158,0.9065539293006051,,
NDUFV2,1.0,1.0,-,-,0.8964083123492433,0.8007471991099336,,
NFAT5,1.0,1.0,+,-,0.27457662909484826,0.25877129642782876,,
NFATC1,1.0,1.0,-,0,0.5185185185185183,1.0,,
NIPBL,1.0,1.0,+,+,0.3486411394402042,0.1011915072182954,,
NIPAL3,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NIPAL1,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NIPA2,1.0,1.0,+,+,0.16971660848566636,0.778587434024168,,
NIPA1,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
NIP7,1.0,1.0,+,+,0.1161165235168155,0.7676439152389033,,
NIPSNAP1,1.0,1.0,-,-,0.14869565499951085,0.14965419389144427,,
NINL,1.0,1.0,-,-,0.1011915072182954,0.373900966300059,,
NINJ1,1.0,1.0,+,+,0.8682736240923679,0.5071575069992283,,
NIN,1.0,1.0,+,+,0.11197180076699643,0.011488963940327081,,
NIM1,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
NIF3L1,1.0,1.0,+,+,0.5733922538253555,0.11611652351681545,,
NID1,1.0,1.0,+,+,0.1011915072182954,0.06676654481198815,,
NHSL2,1.0,1.0,+,+,0.7246586364960956,0.007490433881274519,,
NHSL1,1.0,1.0,0,+,1.0,0.06971580714370941,,
NIPSNAP3A,1.0,1.0,+,+,0.2745766290948483,0.004812678330044224,,
NIPSNAP3B,1.0,1.0,0,-,1.0,0.5185185185185183,,
NISCH,1.0,1.0,+,+,0.6213082950374971,0.04742065558431957,,
NKTR,1.0,1.0,+,+,0.373900966300059,0.1161165235168155,,
NKRF,1.0,1.0,+,+,0.4216482551761943,0.024110110551390906,,
NKIRAS2,1.0,1.0,-,-,0.006046576590087928,0.0014263146199410704,,
NKIRAS1,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
NKD2,1.0,1.0,-,-,0.7246586364960956,0.15830242337545783,,
NKD1,1.0,1.0,+,-,0.0025702607653999305,0.6433299631818633,,
NKAPP1,1.0,1.0,0,-,1.0,0.373900966300059,,
NKAIN4,1.0,1.0,-,-,0.8340192043895748,0.19257874249363308,,
NKAIN3,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NKAIN1,1.0,1.0,-,-,0.7676439152389032,0.6778688286992494,,
NIT2,1.0,1.0,+,+,0.2878641347266908,0.06676654481198808,,
NIT1,1.0,1.0,-,-,0.20184592629230286,0.1011915072182954,,
NHS,1.0,1.0,0,+,1.0,0.373900966300059,,
NDUFB1,1.0,1.0,-,-,0.007548580761113788,0.22677504373595533,,
NHP2L1,1.0,1.0,-,-,0.4498551702745392,0.5239140530567646,,
NFKBIL1,1.0,1.0,-,-,0.3217659748136413,0.3217659748136413,,
NFKBIE,1.0,1.0,+,+,0.01613008990009254,0.1011915072182954,,
NFKBIB,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NFKBIA,1.0,1.0,-,-,0.5185185185185184,0.013235599563682695,,
NFKB2,1.0,1.0,-,-,0.6433299631818633,0.373900966300059,,
NFIX,1.0,1.0,-,0,0.373900966300059,1.0,,
NFKBIZ,1.0,1.0,0,+,1.0,0.373900966300059,,
NFIL3,1.0,1.0,0,+,1.0,0.013235599563682695,,
NFIB,1.0,1.0,0,+,1.0,0.007762602689870689,,
NFE2L2,1.0,1.0,+,+,0.05142589216741846,0.058422707969230867,,
NFE2L1,1.0,1.0,0,+,1.0,0.42077845702510447,,
NFATC4,1.0,1.0,-,0,0.4917670010221689,1.0,,
NFATC3,1.0,1.0,+,+,0.2605745473680253,0.024896163460222772,,
NFATC2IP,1.0,1.0,+,+,0.23019964108049873,0.23019964108049873,,
NFRKB,1.0,1.0,+,+,0.25081535976844566,0.06676654481198813,,
NFS1,1.0,1.0,+,+,0.23019964108049873,0.23019964108049873,,
NFU1,1.0,1.0,-,-,0.27760164110039875,0.19320389648139893,,
NHLRC2,1.0,1.0,+,+,0.07982532845812618,0.008970902498598023,,
NHEJ1,1.0,1.0,+,+,0.304558784680535,0.18900365845517536,,
NGRN,1.0,1.0,-,+,0.2729351775237946,0.9173861099437549,,
NGLY1,1.0,1.0,+,+,0.25081535976844566,0.373900966300059,,
NGFRAP1,1.0,1.0,-,+,0.42097207856118884,0.1963839812323315,,
NGFR,1.0,1.0,-,0,0.373900966300059,1.0,,
NGEF,1.0,1.0,0,-,1.0,0.373900966300059,,
NGDN,1.0,1.0,-,+,0.9283000018377836,0.6278811153371492,,
NFYC,1.0,1.0,+,0,0.373900966300059,1.0,,
NFYB,1.0,1.0,+,+,0.21370636293028789,0.0018262606682599833,,
NFYA,1.0,1.0,+,+,0.2745766290948483,0.1161165235168155,,
NFX1,1.0,1.0,+,+,0.1011915072182954,0.06676654481198813,,
NHP2,1.0,1.0,+,-,0.6652940458058275,0.6236954399424517,,
NDUFAF4,1.0,1.0,+,+,0.148148148148148,0.0341094231674096,,
NDUFAF3,1.0,1.0,-,-,0.4326652944306525,0.19622120995416917,,
NDUFAF2,1.0,1.0,0,-,1.0,0.3739009663000589,,
NCRNA00201,1.0,1.0,+,+,0.15830242337545783,0.01613008990009254,,
NCRNA00189,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NCRNA00188,1.0,1.0,+,+,0.9886975158586981,0.8386298946476017,,
NCRNA00173,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NCRNA00160,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NCRNA00247,1.0,1.0,0,+,1.0,0.1161165235168155,,
NCRNA00245,1.0,1.0,+,0,0.1011915072182954,1.0,,
NCRNA00240,1.0,1.0,+,0,0.373900966300059,1.0,,
NCRNA00229,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NCRNA00219,1.0,1.0,+,+,0.5185185185185184,0.006073611651889929,,
NCRNA00152,1.0,1.0,-,-,0.033471744961631446,0.7415210563082062,,
NCOA6,1.0,1.0,+,+,0.373900966300059,0.14814814814814806,,
NCOA5,1.0,1.0,+,+,0.5304116756741084,0.23256582416537822,,
NCOA4,1.0,1.0,+,+,0.5770166945633155,0.033471744961631446,,
NCOA2,1.0,1.0,+,+,0.1011915072182954,0.007933091566320574,,
NCLN,1.0,1.0,-,-,0.373900966300059,0.2878641347266908,,
NCOR1,1.0,1.0,+,+,0.16125959365580014,0.008497137711682678,,
NCL,1.0,1.0,+,-,0.937318398288367,0.9721920079174937,,
NCKAP5L,1.0,1.0,-,-,0.013235599563682695,0.013235599563682695,,
NCKAP5,1.0,1.0,+,+,0.34649037019369566,0.1161165235168155,,
NCK2,1.0,1.0,-,-,0.005062732568362452,0.3823193254072174,,
NCK1,1.0,1.0,+,+,0.1447039986063304,0.056883689007295776,,
NCKIPSD,1.0,1.0,+,+,0.7743133410494988,0.5185185185185183,,
NCOR2,1.0,1.0,-,-,0.8484694700865606,0.7510391155627606,,
NCRNA00116,1.0,1.0,-,-,0.6433299631818633,0.6433299631818633,,
NCRNA00094,1.0,1.0,+,+,0.373900966300059,0.014172594972725121,,
NCRNA00092,1.0,1.0,+,0,0.373900966300059,1.0,,
NCRNA00087,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NCRNA00052,1.0,1.0,-,+,0.013235599563682695,0.23019964108049873,,
NCRNA00255,1.0,1.0,+,0,0.11611652351681558,1.0,,
NDRG1,1.0,1.0,-,-,0.11611652351681558,0.373900966300059,,
NDP,1.0,1.0,+,0,0.1161165235168155,1.0,,
NDOR1,1.0,1.0,+,0,0.373900966300059,1.0,,
NDNL2,1.0,1.0,+,+,0.1364064180708347,0.03027287755506327,,
NDNF,1.0,1.0,+,+,0.1011915072182954,0.373900966300059,,
NDN,1.0,1.0,-,+,0.7211137248597299,0.1539714372950361,,
NDFIP2,1.0,1.0,+,+,0.6433299631818633,0.15830242337545783,,
NDFIP1,1.0,1.0,+,+,0.4708629647604838,0.02259620493156375,,
NDRG2,1.0,1.0,+,-,0.6778688286992494,0.373900966300059,,
NDC80,1.0,1.0,+,+,0.1969926074657329,0.03516845280535698,,
NCS1,1.0,1.0,-,-,0.07048399691021993,0.1317775674941354,,
NCRNA00339,1.0,1.0,0,-,1.0,0.6433299631818633,,
NCRNA00338,1.0,1.0,-,-,0.23019964108049873,0.01613008990009254,,
NDUFAF1,1.0,1.0,+,+,0.3647661221045739,0.00804989310083772,,
NDUFAB1,1.0,1.0,-,+,0.2912653789558959,0.7061575001962861,,
NDUFA9,1.0,1.0,+,+,0.3907390500934275,0.13209181541010367,,
NDUFA8,1.0,1.0,+,+,0.7944721309811527,0.26521829738928665,,
NDUFA7,1.0,1.0,-,+,0.9039069510813793,0.3452714989013448,,
NDUFA6,1.0,1.0,-,+,0.7434181840437453,0.6741240819731888,,
NDUFA5,1.0,1.0,+,+,0.3276348992606553,0.0642901109859878,,
NDUFA4L2,1.0,1.0,+,0,0.373900966300059,1.0,,
NDUFA4,1.0,1.0,-,-,0.3739009663000589,0.5018993932447643,,
NDUFA3,1.0,1.0,-,-,0.10218391215759173,0.7193573889015346,,
NDUFA2,1.0,1.0,-,-,0.554804171319956,0.17747083160500815,,
NDUFA13,1.0,1.0,+,+,0.44120691273032786,0.47193311802024734,,
NDUFA12,1.0,1.0,-,-,0.31291766701136065,0.7740575031656567,,
NDUFA11,1.0,1.0,-,-,0.02348578969434188,0.019576552228703314,,
NDUFA10,1.0,1.0,+,+,0.7780495489000209,0.25081535976844566,,
NDUFA1,1.0,1.0,-,-,0.18621315247460646,0.9705693714406654,,
NDST4,1.0,1.0,+,+,0.1161165235168155,0.1161165235168155,,
NCRNA00326,1.0,1.0,-,+,0.6433299631818634,0.6433299631818633,,
NCRNA00287,1.0,1.0,+,+,0.5185185185185183,0.5185185185185183,,
NCRNA00292,1.0,1.0,-,-,0.4676047546093973,0.20510645520407741,,
NCRNA00265,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NCRNA00263,1.0,1.0,+,+,0.696007825921588,0.27943964336646304,,
NCRNA00324,1.0,1.0,-,-,0.11611652351681558,0.5185185185185183,,
NCRNA00323,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
NCRNA00318,1.0,1.0,0,+,1.0,0.373900966300059,,
NCRNA00306,1.0,1.0,0,+,1.0,0.373900966300059,,
NT5DC2,1.0,1.0,-,-,0.007006031704157995,0.001854143326242467,,
NT5DC1,1.0,1.0,+,+,0.2878641347266908,0.1161165235168155,,
NT5C3L,1.0,1.0,-,-,0.09288343979122073,0.38980341281597225,,
NT5C3,1.0,1.0,+,+,0.0723429555850426,0.05137443084436802,,
NT5C2,1.0,1.0,+,+,0.3486411394402042,0.004812678330044224,,
NT5DC3,1.0,1.0,+,0,0.11611652351681558,1.0,,
NT5C,1.0,1.0,-,+,0.5844227153732302,0.8415958224260158,,
NSUN6,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NSUN5P1,1.0,1.0,0,-,1.0,0.373900966300059,,
NSUN4,1.0,1.0,+,+,0.1011915072182954,0.23019964108049873,,
NSUN3,1.0,1.0,+,+,0.04742065558431962,0.06676654481198815,,
NSUN2,1.0,1.0,+,+,0.013235599563682695,0.11611652351681558,,
NSRP1,1.0,1.0,+,+,0.3823193254072174,0.007490433881274526,,
NSUN7,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
NSMCE4A,1.0,1.0,+,+,0.13385134704201707,0.06333834229828193,,
NT5E,1.0,1.0,-,-,0.15830242337545783,0.373900966300059,,
NTAN1,1.0,1.0,+,+,0.389235363496679,0.005608903694731044,,
NUAK1,1.0,1.0,+,+,0.010636627840554918,0.12417023554784111,,
NTS,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
NTRK3,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
NTPCR,1.0,1.0,+,+,0.05504060895249949,0.019314564839793446,,
NT5M,1.0,1.0,+,-,0.11611652351681558,0.11611652351681558,,
NTN4,1.0,1.0,-,+,0.01613008990009254,0.01613008990009254,,
NTN3,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
NTN1,1.0,1.0,+,-,0.033471744961631446,0.4216482551761943,,
RGS16,1.0,1.0,-,-,0.11611652351681558,0.5185185185185183,,
NTHL1,1.0,1.0,+,+,0.3455238705717247,0.6433299631818632,,
NTF3,1.0,1.0,+,+,0.01613008990009254,0.11611652351681558,,
NTNG1,1.0,1.0,-,-,0.1161165235168155,0.1161165235168155,,
NSMCE2,1.0,1.0,+,+,0.3577130997467786,0.03977836265080303,,
NSMCE1,1.0,1.0,+,+,0.42733974366536254,0.035262876320844676,,
NSMAF,1.0,1.0,+,-,0.5185185185185183,0.1011915072182954,,
NRG4,1.0,1.0,-,-,0.1161165235168155,0.5185185185185183,,
NRG1,1.0,1.0,+,0,0.373900966300059,1.0,,
NRF1,1.0,1.0,+,+,0.15830242337545783,0.01613008990009254,,
NRD1,1.0,1.0,+,+,0.3514975892055691,0.03951077505055412,,
NRCAM,1.0,1.0,+,+,0.4882508846046083,0.05816281797945581,,
NRIP1,1.0,1.0,0,+,1.0,0.06333834229828192,,
NRBP2,1.0,1.0,-,-,0.1161165235168155,0.5185185185185183,,
NRAS,1.0,1.0,+,+,0.2341006273268296,0.043659469866674565,,
NRARP,1.0,1.0,-,+,0.148148148148148,0.4216482551761943,,
NR5A2,1.0,1.0,-,0,0.1161165235168155,1.0,,
NRBP1,1.0,1.0,+,0,0.5614380442505257,1.0,,
NSL1,1.0,1.0,+,+,0.0013238969092171688,4.5202131079409634e-05,,
NSFL1C,1.0,1.0,+,+,0.5051456098310791,0.08237311937579787,,
NSDHL,1.0,1.0,-,+,0.8466432357935875,0.21807138370573223,,
NSD1,1.0,1.0,+,+,0.373900966300059,0.1161165235168155,,
NSA2,1.0,1.0,+,+,0.5185185185185183,0.05504060895249949,,
NRXN3,1.0,1.0,+,+,0.005097540564861467,0.373900966300059,,
NRXN2,1.0,1.0,-,-,0.373900966300059,0.0013238969092171688,,
NRXN1,1.0,1.0,+,0,0.4216482551761943,1.0,,
NRTN,1.0,1.0,-,-,0.4917670010221689,0.373900966300059,,
NRSN2,1.0,1.0,-,-,0.14814814814814806,0.7095972614299966,,
NRP1,1.0,1.0,+,+,0.006073611651889929,0.1011915072182954,,
NRN1L,1.0,1.0,-,-,0.1011915072182954,0.1011915072182954,,
NRM,1.0,1.0,+,+,0.34649037019369566,0.11846479931931926,,
NUAK2,1.0,1.0,-,+,0.14814814814814806,0.1161165235168155,,
NUBP1,1.0,1.0,+,+,0.24580195172631997,0.012912536283290012,,
NUBP2,1.0,1.0,+,+,0.8773901219625866,0.34649037019369594,,
NUPL2,1.0,1.0,+,+,0.1630156521698261,0.009337848357046203,,
NUP98,1.0,1.0,+,+,0.14814814814814806,0.2524005486968447,,
NUP93,1.0,1.0,+,+,0.0907331716847805,0.3678540559704843,,
NUP85,1.0,1.0,+,+,0.15697509057448766,0.02846020325433834,,
NUS1,1.0,1.0,+,+,0.373900966300059,0.1011915072182954,,
NUP62,1.0,1.0,+,+,0.4578683159395636,0.1447039986063304,,
NUP50,1.0,1.0,+,+,0.05504060895249944,0.03516845280535698,,
NUP43,1.0,1.0,+,0,0.23019964108049873,1.0,,
NUP37,1.0,1.0,+,+,0.10901003361246592,0.03267792333680297,,
NUP35,1.0,1.0,+,+,0.1011915072182954,0.3823193254072174,,
NUP214,1.0,1.0,+,+,0.34141975587552365,0.04381445412832785,,
NUP205,1.0,1.0,+,+,0.1800770691334223,0.0438144541283279,,
NUP54,1.0,1.0,+,+,0.32681900275888937,0.0432440896562702,,
NUSAP1,1.0,1.0,-,+,0.4151638582759546,0.9394977903545849,,
NUTF2,1.0,1.0,-,-,0.6239579068589731,0.7344184936561784,,
NVL,1.0,1.0,+,-,0.04742065558431957,0.6449304536266854,,
OAF,1.0,1.0,+,-,0.011056493393450068,0.6433299631818634,,
NYNRIN,1.0,1.0,-,-,0.5185185185185183,0.5185185185185183,,
NXT2,1.0,1.0,+,+,0.22412238564949682,0.00020203994879765868,,
NXT1,1.0,1.0,+,+,0.26375068278641295,0.04064208872049834,,
NXN,1.0,1.0,-,+,0.8068955232102321,0.3837331909012565,,
NXF1,1.0,1.0,-,-,0.6433299631818634,0.033471744961631446,,
NUP188,1.0,1.0,+,+,0.05723523110663152,0.15183454328291035,,
NR4A3,1.0,1.0,0,+,1.0,0.12417023554784111,,
NUP160,1.0,1.0,+,+,0.12774934307069635,0.013158072670303892,,
NUP153,1.0,1.0,+,+,0.1469116608598952,0.03627782452189911,,
NUDT16L1,1.0,1.0,-,-,0.389235363496679,0.670179973318781,,
NUDT16,1.0,1.0,-,-,0.4216482551761943,0.06006489793765929,,
NUDT15,1.0,1.0,+,+,0.049071932770727036,0.017797404893687974,,
NUDT14,1.0,1.0,-,+,0.48181741497864583,0.2980148117312106,,
NUDT13,1.0,1.0,0,+,1.0,0.23019964108049873,,
NUDT12,1.0,1.0,+,+,0.7246586364960956,0.06676654481198815,,
NUDT11,1.0,1.0,+,+,0.20184592629230286,0.03627782452189911,,
NUDT17,1.0,1.0,-,0,0.5185185185185183,1.0,,
NUDT10,1.0,1.0,+,+,0.06676654481198808,0.02489616346022275,,
NUDCD3,1.0,1.0,+,+,0.4216482551761943,0.11611652351681558,,
NUDCD2,1.0,1.0,+,+,0.5316797582385554,0.08222795057213067,,
NUDCD1,1.0,1.0,+,+,0.043659469866674565,0.03441585904121277,,
NUDC,1.0,1.0,+,+,0.132286486362761,0.4239966763388451,,
NUCKS1,1.0,1.0,+,+,0.5724526972414238,0.3156422358920444,,
NUCB2,1.0,1.0,+,+,0.30455878468053477,0.006073611651889929,,
NUCB1,1.0,1.0,-,+,0.7415210563082062,0.7588023606871557,,
NUBPL,1.0,1.0,-,-,0.6433299631818634,0.013235599563682695,,
NUDT1,1.0,1.0,0,-,1.0,0.2888610002836624,,
NUDT18,1.0,1.0,+,-,0.5185185185185183,0.373900966300059,,
NUDT2,1.0,1.0,+,+,0.6772612073829802,0.06398073546636712,,
NUP133,1.0,1.0,+,+,0.11611652351681558,0.01944176827646728,,
NUP107,1.0,1.0,+,+,0.19264024967202886,0.03137573422015396,,
NUMBL,1.0,1.0,-,-,0.5185185185185183,0.1161165235168155,,
NUMA1,1.0,1.0,+,+,0.5733922538253555,0.18356686005527661,,
NUFIP2,1.0,1.0,+,+,0.3560104559493424,0.05333826104568904,,
NUF2,1.0,1.0,+,+,0.44561438824861255,0.15501621114216696,,
NUDT9,1.0,1.0,+,+,0.3823193254072174,0.07392618853329194,,
NUDT8,1.0,1.0,-,-,0.3739009663000589,0.2745766290948481,,
NUDT7,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
NUDT6,1.0,1.0,+,+,0.17259385749452247,0.2745766290948481,,
NUDT5,1.0,1.0,+,+,0.5643981324798648,0.07498828063722392,,
NUDT3,1.0,1.0,+,+,0.498092965153375,0.39575895626288143,,
NUDT22,1.0,1.0,-,-,0.04067665708979401,0.0037951035943434154,,
NUDT21,1.0,1.0,+,+,0.2641450566947654,0.07712017254361556,,
NUP155,1.0,1.0,+,+,0.07121017687949327,0.023911192487987707,,
NR4A1,1.0,1.0,-,-,0.0013238969092171688,0.0013238969092171688,,
NOC4L,1.0,1.0,-,-,0.6529938944177126,0.3261642353450604,,
NOC3L,1.0,1.0,+,+,0.06467689395635304,0.007490433881274526,,
NOC2L,1.0,1.0,-,-,0.050248117800694825,0.0006852328384658582,,
NOB1,1.0,1.0,+,+,0.1447039986063304,0.06971580714370941,,
NNT,1.0,1.0,+,+,0.09126024444398571,0.015799848495268158,,
NNMT,1.0,1.0,-,0,0.373900966300059,1.0,,
